split,is_fraud,anomaly_score,is_first_tx
holdout,0,0.9442730619962185,1
holdout,0,0.9715394566623544,0
holdout,0,0.7872425116927058,0
holdout,0,0.6778783958602846,1
holdout,0,0.3257040501542442,1
holdout,0,0.850830928450592,0
holdout,0,0.30192058911334463,1
holdout,0,0.1949447706239427,1
holdout,0,0.8243606328987959,1
holdout,0,0.25604537764951735,1
holdout,0,0.8068464523833218,0
holdout,0,0.7135038312269878,1
holdout,0,0.034033237138023684,1
holdout,0,0.5167678375957807,1
holdout,0,0.47676385710020897,1
holdout,0,0.9723355557766942,1
holdout,0,0.90964275052244,1
holdout,0,0.8558065479152155,0
holdout,0,0.658772017116131,0
holdout,0,0.6503134640262713,0
holdout,0,0.40073639168076425,1
holdout,0,0.7151955418449597,1
holdout,0,0.7791820081600159,0
holdout,0,0.034033237138023684,1
holdout,0,0.8849636779779082,0
holdout,0,0.026967857498258533,1
holdout,0,0.5154741765349786,1
holdout,0,0.1073738680465718,0
holdout,0,0.18578963080903574,1
holdout,0,0.1912628122201214,1
holdout,0,0.4772614190466713,1
holdout,0,0.6459349188974027,0
holdout,0,0.33247089262613194,1
holdout,0,0.596974823365509,0
holdout,0,0.8863568514280028,0
holdout,0,0.15175639367101204,0
holdout,0,0.5317942083789432,1
holdout,0,0.7402726639466614,1
holdout,0,0.3915812518658573,1
holdout,0,0.07523136630510499,1
holdout,0,0.8984973629216837,0
holdout,0,0.15633396357846552,1
holdout,0,0.4785550801074734,0
holdout,0,0.5663250074634292,0
holdout,0,0.9570106478256543,0
holdout,0,0.4252164394467111,1
holdout,0,0.7863469001890735,0
holdout,0,0.3308786943974525,1
holdout,0,0.45089063588416756,1
holdout,0,0.04428301323514778,0
holdout,0,0.5940889640760275,1
holdout,0,0.9562145487113145,0
holdout,0,0.19315354761667827,1
holdout,1,0.9745248283411285,1
holdout,0,0.8202806249378047,1
holdout,0,0.10369190964275052,1
holdout,0,0.11424022290775201,0
holdout,0,0.18777987859488507,1
holdout,0,0.6523037118121207,1
holdout,0,0.2646034431286695,1
holdout,0,0.162404219325306,1
holdout,0,0.8806846452383321,0
holdout,0,0.7558961090655787,1
holdout,0,0.1819086476266295,0
holdout,0,0.43536670315454273,1
holdout,0,0.4884068066474276,1
holdout,0,0.5363717782863967,1
holdout,0,0.8335157727137028,0
holdout,0,0.9506418549109364,1
holdout,0,0.14807443526719077,1
holdout,0,0.6054333764553687,1
holdout,0,0.7798785948850632,0
holdout,0,0.29007861478754104,1
holdout,0,0.059508408796895215,1
holdout,0,0.6377749029754204,1
holdout,0,0.8067469399940292,0
holdout,0,0.3308786943974525,1
holdout,1,0.9994029256642452,0
holdout,0,0.8848641655886158,0
holdout,0,0.7073340630908548,0
holdout,0,0.3817295253259031,1
holdout,0,0.8783958602846055,0
holdout,0,0.5163697880386108,0
holdout,0,0.4507911234948751,0
holdout,0,0.843566524032242,0
holdout,0,0.49726340929445717,0
holdout,0,0.8426709125286098,1
holdout,0,0.8560055726938004,0
holdout,0,0.7133048064484028,0
holdout,0,0.045178624738779975,1
holdout,0,0.213553587421634,0
holdout,0,0.9708428699373072,1
holdout,0,0.8425714001393173,0
holdout,0,0.7436560851826053,1
holdout,0,0.17285302020101503,1
holdout,0,0.8730221912628122,0
holdout,0,0.2805254254154642,1
holdout,0,0.2803264006368793,1
holdout,0,0.596974823365509,1
holdout,0,0.37217633595382626,0
holdout,0,0.6655388595880187,0
holdout,0,0.7539058612797294,1
holdout,0,0.11991242909742263,1
holdout,1,0.9988058513284904,0
holdout,0,0.2703751617076326,1
holdout,0,0.04388496367797791,0
holdout,0,0.4165588615782665,1
holdout,0,0.6700169171061797,1
holdout,0,0.12976415563737687,0
holdout,0,0.22032042989352174,1
holdout,0,0.9632799283510797,0
holdout,0,0.13016220519454672,1
holdout,0,0.9004876107075331,0
holdout,0,0.26719076525027363,1
holdout,0,0.6429495472186287,1
holdout,0,0.34112847049457656,1
holdout,0,0.2153448104288984,1
holdout,0,0.33854114837297244,0
holdout,0,0.007363916807642552,0
holdout,0,0.34391481739476565,1
holdout,0,0.42123594387501245,1
holdout,0,0.23992437058413774,1
holdout,0,0.45427405712011143,0
holdout,0,0.493183401333466,0
